nome,idade,cpf,data,endereco,estado
Isadora Pereira,92,501.489.326-06,1932-01-08,"JARDIM STELLA DA COSTA, 91
POMPÉIA
17635-424 ROCHA VERDE / BA",mato grosso
Dr. Bernardo Da Cunha,50,147.253.908-79,1973-10-24,"RESIDENCIAL MARINA AZEVEDO, 89
LAGOINHA LEBLON
75184-425 MORAES DE GOIÁS / MT",paraíba
Gabrielly Mendes,46,954.823.710-50,1977-04-13,"PRAÇA JOÃO REZENDE, 30
CÉU AZUL
16339-527 VIEIRA / RJ",roraima
Sr. Bruno Da Mata,94,473.961.502-99,1930-03-18,"CHÁCARA ALICE FERREIRA, 678
VILA CALAFATE
86268453 TEIXEIRA DE DA CONCEIÇÃO / TO",goiás
Breno Rocha,59,237.651.094-52,1964-05-01,"ESTAÇÃO DE RODRIGUES
TRES MARIAS
70341-376 MARTINS DAS PEDRAS / PA",sergipe
Luigi Ferreira,69,148.627.593-19,1954-08-11,"TREVO VIEIRA
NOSSA SENHORA APARECIDA
77209-204 SILVEIRA / AP",mato grosso
Davi Lucca Da Cruz,71,862.147.309-78,1952-08-19,"SÍTIO DE NOVAES, 75
VILA SÃO DIMAS
20206-108 SALES GRANDE / AL",alagoas
Henrique Almeida,59,824.936.710-31,1964-10-26,"ÁREA DA COSTA, 29
DONA CLARA
76291-483 PEIXOTO / MS",ceará
Dr. Vitor Hugo Caldeira,36,943.521.086-42,1988-01-29,"FEIRA DA COSTA, 17
VILA DOS ANJOS
20897515 OLIVEIRA DA SERRA / SE",goiás
Alexia Souza,70,348.750.169-48,1953-09-20,"LAGOA ALVES, 97
BURITIS
77554-758 DIAS / MT",piauí
Luiza Azevedo,73,683.725.094-92,1950-10-15,"RECANTO ELISA DA MOTA, 8
ALÍPIO DE MELO
27537027 DA ROCHA / AL",rondônia
Dr. Kaique Da Mota,91,143.052.798-60,1932-10-03,"SETOR VINICIUS MORAES, 475
NOSSA SENHORA APARECIDA
22195398 NASCIMENTO / TO",minas gerais
Laura Lima,82,051.892.473-41,1941-07-19,"ÁREA OLIVEIRA, 91
SÃO PAULO
64776374 NUNES / SP",bahia
Raul Rodrigues,55,039.428.156-05,1969-03-10,"AEROPORTO DA ROCHA, 499
ESTRELA
98010-973 LOPES DO CAMPO / BA",bahia
Joaquim Melo,91,305.162.978-21,1932-11-23,"LADEIRA RIBEIRO, 6
VILA SANTO ANTÔNIO
39990-961 PEIXOTO / PE",pernambuco
Benjamin Cardoso,80,054.738.621-44,1943-09-08,"TREVO DA CUNHA, 2
SÃO BENTO
96921591 CORREIA / AL",maranhão
João Miguel Lopes,33,741.632.085-26,1990-05-07,"VIA DE NUNES, 63
OLARIA
31900805 ALVES / ES",alagoas
Letícia Da Mota,24,587.163.902-02,2000-02-26,"TRAVESSA DE LOPES, 205
MARIANO DE ABREU
95876862 MOREIRA / CE",sergipe
Levi Da Rocha,40,840.965.372-92,1983-10-09,"VIA BRENDA CUNHA, 49
VILA DA ÁRIA
86881385 PEREIRA DAS FLORES / AC",rio grande do norte
Lorena Caldeira,53,625.938.410-60,1971-02-02,"PRAÇA ANA LUIZA FERNANDES, 5
CONJUNTO JATOBA
06539-736 PEIXOTO / BA",mato grosso
Cauê Nogueira,96,473.829.561-64,1927-08-30,"RECANTO MELO
CONJUNTO PROVIDENCIA
67379023 SALES GRANDE / ES",paraíba
Sra. Yasmin Ferreira,85,805.297.631-68,1938-08-29,"LAGO DE DA CUNHA, 6
CUSTODINHA
00656680 ALVES / RN",rio de janeiro
Nicole Almeida,90,529.718.403-79,1934-03-05,"CHÁCARA JOÃO GABRIEL NOGUEIRA
GOIANIA
01170-828 FARIAS DA PRATA / MG",bahia
Fernando Pereira,47,560.237.918-59,1977-03-11,"TRECHO DE RODRIGUES, 659
ALTO DAS ANTENAS
14069474 ROCHA DO SUL / PR",mato grosso
Breno Pereira,28,916.278.345-91,1995-08-09,"RESIDENCIAL GABRIELA AZEVEDO, 35
VILA RICA
93794-457 BARROS DO SUL / PI",sergipe
Clara Dias,38,190.853.247-50,1985-11-16,"CONJUNTO DA CONCEIÇÃO, 39
OUTRO
24816322 CARDOSO DO NORTE / DF",mato grosso
Dra. Milena Vieira,69,237.186.094-87,1954-09-16,"CAMPO CAMILA DAS NEVES, 14
GRANJA DE FREITAS
50083-987 FARIAS / MG",pará
Vitor Gabriel Porto,86,394.076.152-43,1937-06-14,"RESIDENCIAL LUIZA CORREIA, 598
SAVASSI
71706-964 DA COSTA / ES",alagoas
Sr. Erick Da Rosa,25,971.680.543-84,1998-12-14,"NÚCLEO DE CALDEIRA
VILA SÃO JOÃO BATISTA
94501805 DA CRUZ DE DUARTE / AL",minas gerais
Marcos Vinicius Da Cunha,32,709.168.342-04,1991-07-25,"LAGOA DE RODRIGUES, 23
VILA NOVA
35353077 MARTINS VERDE / RN",rio grande do norte
Sra. Nina Pires,44,651.847.023-26,1979-09-23,"VIELA ELOAH CUNHA, 42
VILA SUZANA PRIMEIRA SEÇÃO
51015-275 DA MOTA / RS",são paulo
Felipe Ribeiro,77,259.386.014-60,1946-10-24,"NÚCLEO MARIA JULIA CUNHA, 21
VILA SANTA ROSA
63315732 CASTRO DE MINAS / PE",mato grosso
Maria Julia Porto,35,864.015.273-07,1989-01-18,"ALAMEDA NASCIMENTO
VILA SUZANA PRIMEIRA SEÇÃO
96587270 DA LUZ / GO",alagoas
Pedro Cardoso,35,125.370.849-50,1988-05-28,"TRAVESSA DE DA ROSA, 86
ITAIPU
42656-531 SANTOS DE FOGAÇA / PA",paraíba
Rebeca Da Paz,57,047.196.853-66,1966-04-11,"SÍTIO DE COSTA, 5
PANTANAL
19576291 COSTA / TO",paraná
Enrico Gonçalves,84,637.954.128-46,1940-01-24,"CAMPO BERNARDO BARROS
CONJUNTO SÃO FRANCISCO DE ASSIS
33001-880 RAMOS / MG",são paulo
Murilo Campos,97,031.429.876-22,1926-09-20,"RECANTO SILVA
JOÃO PAULO II
63796-922 DA CUNHA / SP",acre
Olivia Porto,38,608.592.743-65,1985-12-23,"CONJUNTO ALMEIDA, 3
BELA VITORIA
21477072 MARTINS DO OESTE / AC",rio grande do sul
Mirella Da Conceição,39,854.702.193-05,1984-11-21,"PÁTIO JOÃO LUCAS CARDOSO, 77
MARIA TEREZA
79930-769 MARTINS / AM",santa catarina
Stephany Cardoso,89,453.287.196-46,1934-06-09,"PRAIA LUIZ GUSTAVO DA LUZ, 83
SÃO JOÃO BATISTA
28346057 RIBEIRO PAULISTA / RO",bahia
Sr. Enrico Melo,99,829.635.104-89,1924-09-05,"ESPLANADA FARIAS, 252
CAETANO FURQUIM
48121749 BARROS DA MATA / GO",piauí
Dr. Gabriel Souza,23,432.516.079-52,2000-06-21,"RODOVIA DE COSTELA, 116
SÃO GERALDO
32543-886 VIEIRA DOS DOURADOS / CE",pernambuco
Davi Jesus,51,914.326.570-70,1972-11-27,"QUADRA VIEIRA, 230
CDI JATOBA
20549693 CAVALCANTI DE DA COSTA / RO",bahia
Guilherme Freitas,43,517.032.496-07,1980-07-12,"TRECHO DE CALDEIRA, 369
SANTA SOFIA
92148278 PEREIRA / SE",santa catarina
Theo Costa,81,705.914.826-49,1942-07-20,"LARGO JOÃO SANTOS, 10
VILA BATIK
12375502 GONÇALVES / RN",rondônia
Dr. Gustavo Henrique Das Neves,98,430.965.178-00,1925-11-26,"SETOR JULIANA FOGAÇA, 605
PIRAJA
18088-133 BARBOSA DE MINAS / MA",mato grosso do sul
Maria Luiza Gomes,79,821.346.507-53,1944-11-02,"ÁREA ANA VITÓRIA MARTINS, 56
XODO-MARIZE
75746599 CAMPOS / BA",sergipe
Davi Lucas Peixoto,36,610.347.258-07,1987-04-07,"ÁREA THOMAS MORAES, 58
CANAA
13457754 FOGAÇA / RJ",acre
Bruna Almeida,72,610.958.743-57,1952-03-26,"CHÁCARA MENDES, 64
VARZEA DA PALMA
34300875 PEREIRA DE ARAGÃO / PR",rio grande do norte
Juliana Ramos,20,846.532.901-05,2003-07-11,"VALE DE DUARTE, 5
HORTO FLORESTAL
61116-966 COSTELA DA PRATA / AM",distrito federal
Sarah Nascimento,77,560.143.972-99,1946-06-30,"ALAMEDA DAS NEVES, 1
PLANALTO
82186-975 GONÇALVES DE MINAS / MT",acre
Brenda Da Luz,74,037.641.982-22,1950-03-11,"VIELA DANILO FARIAS, 54
LAGOA
03246-491 GOMES / PE",mato grosso do sul
Heloísa Da Costa,80,648.975.132-19,1943-08-12,"FAVELA CORREIA, 6
VILA DOS ANJOS
59071766 DA LUZ DAS FLORES / SE",mato grosso do sul
Emanuella Araújo,64,758.319.462-82,1960-02-21,"RODOVIA MARIA JULIA PEIXOTO
JARDIM GUANABARA
02953-469 ALMEIDA / AC",piauí
Vitor Viana,65,036.791.524-34,1958-04-13,"TRECHO DE OLIVEIRA, 41
URCA
99982495 MONTEIRO DO NORTE / AC",tocantins
Yago Lopes,75,720.351.896-59,1948-05-05,"LAGOA DANILO FOGAÇA, 756
NOVA GAMELEIRA
87198340 PEIXOTO DO OESTE / RO",paraná
Lívia Souza,35,308.769.421-50,1988-09-11,"COLÔNIA DE CORREIA, 93
LARANJEIRAS
00380618 CUNHA / CE",tocantins
Gabriela Cavalcanti,56,359.710.248-41,1967-04-05,"SETOR OLIVEIRA, 4
SÃO JOSÉ
88628-790 MORAES DO SUL / MA",mato grosso do sul
Enzo Nogueira,82,309.527.864-00,1942-01-30,"MORRO DE FERREIRA
VILA SÃO JOÃO BATISTA
46105897 MOREIRA VERDE / MG",piauí
Dr. Ian Barbosa,90,412.836.097-03,1933-04-10,"ALAMEDA EDUARDO BARROS, 60
GAMELEIRA
29659334 PEIXOTO / PI",piauí
Gabriela Rocha,34,348.067.512-35,1989-11-17,"ÁREA JOAQUIM NOGUEIRA, 98
PEDREIRA PADRO LOPES
80157-244 CARVALHO / MA",rio grande do norte
Maria Julia Martins,81,576.129.803-12,1942-11-12,"LOTEAMENTO DE NUNES, 83
JATOBÁ
30147296 COSTA DE VIANA / PB",minas gerais
Dra. Marina Santos,57,950.827.316-02,1966-04-11,"VIELA ALANA SOUZA, 456
UNIÃO
33893264 ALMEIDA / DF",rio grande do sul
Heloísa Teixeira,87,635.018.274-07,1936-05-23,"VIELA DE DA CRUZ, 61
BONSUCESSO
08463-362 CASTRO / PA",goiás
Paulo Farias,72,593.618.240-15,1951-11-18,"ESPLANADA THOMAS PIRES, 33
PROVIDENCIA
74600883 AZEVEDO DO SUL / AP",são paulo
Gabrielly Cardoso,95,127.539.460-43,1928-07-26,"ESTRADA DA CRUZ
APARECIDA
12482-253 ALVES / AP",acre
Davi Aragão,35,598.126.074-20,1988-09-24,"RESIDENCIAL DE CARDOSO, 66
VILA SANTO ANTÔNIO
46634145 DA CRUZ PAULISTA / SE",paraná
Yago Peixoto,95,380.294.156-05,1929-02-12,"CONDOMÍNIO DE NUNES, 436
VILA BETÂNIA
68017-566 AZEVEDO DO CAMPO / PI",paraíba
Erick Da Conceição,60,983.705.642-83,1963-08-25,"MORRO NUNES, 657
IPE
17146-952 CAMPOS / CE",minas gerais
Isis Araújo,69,216.940.837-13,1954-06-08,"PRAIA DE CAMPOS, 82
VILA OESTE
65663001 ARAGÃO / SP",amapá
Dr. Nicolas Rezende,41,460.951.872-49,1982-07-01,"ESPLANADA MARCELA CASTRO, 36
FLAVIO DE OLIVEIRA
21776950 RIBEIRO DE DA MATA / PA",paraíba
Sr. Samuel Nascimento,65,914.356.082-24,1958-12-09,"SETOR LUANA RAMOS
NOVA PAMPULHA
49464321 MELO DA PRATA / AC",sergipe
Sra. Maria Fernanda Barbosa,89,718.340.692-03,1934-11-02,"ESPLANADA PEDRO NASCIMENTO, 71
VILA SÃO PAULO
82047968 SILVEIRA / GO",pará
Luiz Felipe Farias,80,069.853.472-74,1943-04-26,"FAVELA KAIQUE FOGAÇA, 19
CASTELO
89539-314 FARIAS DE GOIÁS / AL",pará
Sr. Calebe Silva,61,402.895.671-49,1962-05-24,"RODOVIA DE CASTRO
SANTA BRANCA
68988668 CARVALHO DO NORTE / ES",goiás
Emanuella Gonçalves,69,107.258.963-02,1954-07-17,Endereço inválido,goiás
Augusto Oliveira,32,246.503.781-17,1992-02-27,"COLÔNIA COSTA, 81
VERA CRUZ
52635474 DAS NEVES / RO",goiás
Pedro Azevedo,68,953.478.062-65,1956-03-02,"VALE VIEIRA, 49
COMITECO
80646514 MORAES DA PRATA / RS",maranhão
Sra. Maria Luiza Fogaça,67,650.138.924-06,1956-12-12,"RECANTO DE MOREIRA, 426
SANTO AGOSTINHO
33803068 LIMA DO OESTE / MT",amapá
Eduarda Oliveira,58,365.297.480-83,1965-09-27,"SÍTIO CLARICE SALES, 99
SILVEIRA
99374-144 DA MOTA DO NORTE / PB",sergipe
Paulo Ramos,21,490.257.316-43,2002-11-13,"SÍTIO AZEVEDO
VILA MANTIQUEIRA
13648723 NOVAES DE DA MOTA / DF",mato grosso
Beatriz Pires,34,275.691.803-21,1990-03-11,"RECANTO DE CASTRO
CENTRO
11181216 NOGUEIRA / MA",minas gerais
Fernando Azevedo,28,790.612.435-99,1995-05-19,"ESTAÇÃO RAFAEL NUNES, 90
JARDIM SÃO JOSÉ
13086960 MENDES / RO",distrito federal
Eloah Silva,89,037.562.194-61,1935-03-30,"VIELA DA ROCHA, 160
BARÃO HOMEM DE MELO 2ª SEÇÃO
03877874 SANTOS / BA",pernambuco
Caio Araújo,34,407.953.128-14,1989-12-18,"MORRO RIBEIRO, 11
CASA BRANCA
18090-665 COSTELA DE DUARTE / GO",amazonas
Sra. Valentina Sales,84,269.401.378-31,1939-08-08,"SÍTIO RAMOS, 73
CACHOEIRINHA
27212763 JESUS / MG",paraná
Melissa Cunha,25,719.234.568-73,1999-02-17,"LADEIRA LUIZA PINTO, 9
CONJUNTO MINAS CAIXA
29866-751 ARAGÃO / MT",pernambuco
Laís Da Paz,97,139.650.248-33,1927-01-09,"LAGOA CAVALCANTI, 12
VILA ECOLÓGICA
95149381 DA ROCHA DA SERRA / SP",bahia
Heitor Silveira,89,183.062.459-89,1935-02-19,"AVENIDA AZEVEDO
SANTA MARIA
65167615 SOUZA DE ARAGÃO / MA",acre
Fernanda Moraes,45,064.153.782-44,1979-03-18,"AVENIDA ROCHA, 13
ALTA TENSÃO 2ª SEÇÃO
99471-813 SILVA DE LOPES / PI",roraima
Alana Souza,50,801.249.653-42,1973-12-06,"PRAIA MOREIRA, 1
CARDOSO
95586377 REZENDE / SE",piauí
Srta. Caroline Da Rosa,51,192.846.350-98,1972-05-26,"PASSARELA ROCHA, 96
BURACO QUENTE
12527333 PINTO DO GALHO / SP",ceará
Stephany Vieira,46,682.430.791-22,1977-05-22,"TRAVESSA GUILHERME CARVALHO, 7
JONAS VEIGA
17310105 MORAES DA MATA / MS",tocantins
Enzo Barros,67,794.105.632-16,1957-01-13,"ESTAÇÃO FERNANDES, 85
NOVA FLORESTA
99679-423 MELO VERDE / GO",minas gerais
Caroline Peixoto,66,036.519.782-30,1957-11-02,"LOTEAMENTO THALES PIRES, 51
VILA UNIÃO
19864-623 JESUS / RR",sergipe
Maria Vitória Novaes,39,804.951.672-58,1984-08-08,"VIA VIEIRA, 26
OURO PRETO
40712368 OLIVEIRA DE GONÇALVES / GO",roraima
Bruna Moura,94,240.561.398-06,1930-02-13,"QUADRA AMANDA MARTINS, 4
UNIVERSO
19144-449 NOVAES / MG",rio grande do sul
Maitê Peixoto,61,501.274.968-58,1962-04-07,"DISTRITO CALDEIRA, 95
SERRA
65997-329 RIBEIRO DA SERRA / PI",rio grande do norte
Dr. Anthony Barbosa,20,749.318.650-20,2004-03-18,"DISTRITO DE FOGAÇA, 13
POMPÉIA
53877441 VIEIRA / AP",minas gerais
Alexandre Jesus,69,269.471.530-34,1955-03-01,"AEROPORTO DE FOGAÇA, 74
VILA SANTA MONICA 2ª SEÇÃO
60502356 FOGAÇA / BA",piauí
Marcos Vinicius Campos,45,421.936.780-22,1978-11-19,"TRECHO DE BARBOSA, 7
SÃO JOSÉ
35218-132 DA CUNHA / RJ",distrito federal
Rebeca Da Rosa,11,640.731.289-22,2013-01-01,"TRECHO DA MATA
BARROCA
57152686 DA MATA DO OESTE / SC",sergipe
Henrique Monteiro,6,378.529.164-73,2018-03-09,"LARGO THEO SILVA, 91
NOSSA SENHORA DA CONCEIÇÃO
58201009 SANTOS DO AMPARO / SP",espírito santo
Luigi Da Rosa,5,316.092.874-87,2018-08-23,"PÁTIO DE ROCHA, 4
CINQUENTENÁRIO
90133939 RIBEIRO / MG",rio grande do norte
Melissa Dias,10,170.842.953-05,2014-02-21,"QUADRA ISABEL CASTRO, 40
BIQUINHAS
73474-780 PORTO / PI",são paulo
Igor Ramos,6,695.108.723-77,2017-06-29,"LAGO DE CALDEIRA, 4
BEIJA FLOR
80339055 GONÇALVES DE DA MATA / AC",pernambuco
Alice Cardoso,4,123.467.985-09,2019-10-14,"VIADUTO ARAÚJO, 76
SÃO BENTO
81023-402 DAS NEVES DE CASTRO / PR",bahia
Breno Freitas,16,205.941.738-41,2008-03-03,"LOTEAMENTO DE FERREIRA, 24
NOVA SUÍÇA
04025468 TEIXEIRA / PA",amazonas
Ana Lívia Da Paz,17,347.890.162-69,2006-09-01,"LADEIRA GOMES, 10
CALIFÓRNIA
16710644 SILVA DA PRAIA / RJ",distrito federal
Sr. Daniel Cavalcanti,6,609.138.254-33,2018-01-09,"NÚCLEO DE DA PAZ, 894
SION
45639-116 DA CRUZ DE PEREIRA / GO",maranhão
Sr. Pedro Cavalcanti,1,863.591.470-84,2022-12-20,"RECANTO DE MELO
NOSSA SENHORA DO ROSÁRIO
07870886 MONTEIRO / BA",mato grosso
Nome invalido,38,930.674.852-38,1985-10-14,"COLÔNIA DA ROCHA, 31
JARDIM AMÉRICA
88480-773 BARROS DE GOIÁS / RN",alagoas
Nome invalido,93,146.597.038-00,1930-08-27,"ESTRADA NOGUEIRA, 21
ATILA DE PAIVA
84689-543 NOGUEIRA / PB",mato grosso do sul
Renan Da Luz,74,294.105.738-23,1949-07-29,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / PR",são paulo
Caroline Costa,21,401.325.978-88,2003-02-20,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / RS",pernambuco
Giovanna Farias,40,241.763.805-35,1983-08-14,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / RJ",rio grande do sul
Maitê Araújo,52,496.283.175-55,1971-07-10,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / RS",piauí
Lavínia Da Mota,21,039.485.716-00,2003-01-31,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / ES",roraima
Igor Cardoso,49,345.061.892-05,1975-01-25,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / AM",paraíba
Maria Julia Campos,98,018.639.472-13,1925-08-08,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / MG",tocantins
Marcos Vinicius Das Neves,86,617.948.250-02,1938-03-23,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / RO",são paulo
Isabel Barbosa,26,986.027.415-02,1997-12-17,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / MG",ceará
Ryan Gomes,57,861.029.453-60,1966-05-17,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / SP",acre
Breno Duarte,66,463.105.289-98,1957-10-07,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / TO",rio de janeiro
Eloah Peixoto,79,064.917.253-16,1944-05-23,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / MG",sergipe
Luiza Sales,55,726.431.850-80,1968-05-01,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / GO",rio grande do sul
Dr. Alexandre Sales,87,427.398.061-40,1936-06-05,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / SP",são paulo
Alícia Campos,49,162.790.485-94,1975-03-20,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / GO",piauí
Luigi Porto,43,826.509.374-83,1980-08-18,"PARQUE DE SANTOS, 88
SÃO JOÃO
60112-833 RODRIGUES / PI",espírito santo
